69,asambleista,curul,total si,voto
,AZUERO RODAS ELISEO ALEXIS,77.0,,SI
,CUCALÓN CAMACHO HENRY EDUARDO,78.0,,SI
,CALLEJAS BARONA FERNANDO,80.0,,SI
,CAMPAIN BRAMBILLA RINA ASUNCIÓN,81.0,,SI
,CAMPOVERDE ROBLES EMILIO ABSALÓN,82.0,,SI
,SINMALEZA SÁNCHEZ ÁNGEL RUPERTO,85.0,,SI
,YANDÚN POZO CÁSTULO RENÉ,86.0,,SI
,HENRÍQUEZ JAIME PATRICIA IVONNE,87.0,,SI
,OLLAGUE VALAREZO ZOILA PIEDAD,88.0,,SI
,CASTANIER JARAMILLO XAVIER HOMERO,89.0,,SI
,CELI SANTOS GUILLERMO ALEJANDRO,90.0,,SI
,CRUZ PROAÑO LUDOVICO ISRAEL,91.0,,SI
,CUESTA ORELLANA MARÍA DE LOURDES,93.0,,SI
,PEÑA ONTANEDA ELIO GERMÁN,96.0,,SI
,CAMPOVERDE GONZÁLEZ RAÚL FREDDY BOLÍVAR,97.0,,SI
,"PASSAILAIGUE MANOSALVAS DALLYANAMARIANELA",98.0,,SI
,REYES HIDALGO CRISTINA EUGENIA,99.0,,SI
,CURICHUMBI YUPANQUI PEDRO,100.0,,SI
,DONOSO CHIRIBOGA PATRICIO,101.0,,SI
,GENDE CALAZACÓN ANGEL MESÍAS,104.0,,SI
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105.0,,SI
,ZAMBRANO VERA MARIANO,106.0,,SI
,CANDELL SOTO JAIME ENRIQUE JIMMY,107.0,,SI
,OLIVO PALLO JAIME FERNANDO,109.0,,SI
,ROHON HERVAS CÉSAR EDUARDO,110.0,,SI
,TERÁN SALCEDO RAMÓN FORTUNATO,112.0,,SI
,TORRES COBO LUIS ESTEBAN,113.0,,SI
,CUADRO GASTEZZI DEYSI MARIA,115.0,,SI
,MONTAÑO VALENCIA MAE,117.0,,SI
,MORENO GUERRERO HENRY FREDY,118.0,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121.0,,SI
,CUESTA CONCARI MARÍA MERCEDES,122.0,,SI
,PUANCHIR PAYASHÑA TITO PEDRO,124.0,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125.0,,SI
,MARÍN LAVAYEN DENNIS GUSTAVO,128.0,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129.0,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133.0,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134.0,,SI
,VERA MENDOZA TANLLY JANELA,135.0,,SI
,PADILLA SIERRA MAGGIE DOLORES,137.0,,SI
,LLORET VALDIVIESO JUAN CRISTÓBAL,39.0,,ABSTENCION
,POMA HERRERA YOFRE MARTÍN,50.0,,ABSTENCION
