34,asambleista,curul,total ausente,voto
,GÓMEZ ALCÍVAR ROBERTO ANDRÉS,105.0,,SI
,DUCHI GUAMÁN MARÍA ENCARNACIÓN,108.0,,SI
,OLIVO PALLO JAIME FERNANDO,109.0,,SI
,CALDERÓN CHANCAY DORIS DAISY,110.0,,SI
,MENDOZA MACÍAS MANUEL VIRGILIO,112.0,,SI
,LARREÁTEGUI FABARA MARÍA GABRIELA,114.0,,SI
,CUADRO GASTEZZI DEYSI MARIA,115.0,,SI
,VERA CALDERÓN SILVIA LORENA,116.0,,SI
,MONTAÑO VALENCIA MAE,117.0,,SI
,PACHALA POMA LUIS ALBERTO,120.0,,SI
,TELLO BENALCÁZAR RAÚL ESTUPIÑAN,121.0,,SI
,PEÑAFIEL IZQUIERDO EDDY COLÓN,123.0,,SI
,ALARCÓN GUILLÍN FREDY OSCAR,125.0,,SI
,SOLORZANO SARRIA CESAR FAUSTO,126.0,,SI
,ALMEYDA JALIL VICENTE FERNANDO,127.0,,SI
,LLANES SUAREZ HENRY MANUEL,128.0,,SI
,ESTUPIÑÁN ORTIZ BORIS EFRÉN,129.0,,SI
,PAREDES TORRES WASHINGTON ARTURO,131.0,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132.0,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133.0,,SI
,VERA MENDOZA TANLLY JANELA,135.0,,SI
,PADILLA SIERRA MAGGIE DOLORES,137.0,,SI
