104,asambleista,curul,total si,voto
,ALARCÓN GUILLÍN FREDY OSCAR,125,,SI
,BOHÓRQUEZ PANTOJA VALERIA DEL CARMEN,126,,SI
,ZAMBRANO ORTIZ MARÍA ROBERTA,129,,SI
,PAREDES TORRES WASHINGTON ARTURO,131,,SI
,ROMERO LOAYZA FRANCO SEGUNDO,132,,SI
,SIMBAÑA VILLARREAL ABDÓN MARCELO,133,,SI
,SUQUILANDA VALDIVIESO BYRON VINICIO,134,,SI
,VERA MENDOZA TANLLY JANELA,135,,SI
,VILLAMAR JÁCOME PEDRO FABRICIO,136,,SI
,YÉPEZ MARTÍNEZ HÉCTOR JOSÉ,137,,SI
