A1,A2,voto,valor
ACERO LANCHIMBA ESTHELA LILIANA,CALAZACON AGUAVIL MARIA ALBERTINA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MACAS JOSE LUIS,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GONZALEZ SERRANO MIRYAM CATARINA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GUAMAN CASTRO ALEX FRANCISCO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GUAMANGATE ANTE LUIS GILBERTO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GUDIÑO MENA ZOBEIDA GUISELA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,TORRES PINEDA CLINTON ELIUD,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GUZMAN OCHOA LILIANA MAURA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MOSQUERA YANEZ ISABEL PIEDAD,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ALMAN COROZO MARIA DEL CARMEN,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,CARRILLO CRESPO HUGO FERNANDO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SILVA MALDONADO SOFIA IRENE,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ORTIZ GASPAR ESTHER FLAVIA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,LARRIVA ALVARADO OSCAR OSWALDO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,LEDESMA ZAMORA OSCAR ALFONSO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MORENO CHIRIBOGA AMPARO DIANA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ALVARADO CARRION ROSANA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,OCLES PADILLA ALEXANDRA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,CAZA TIPANTA HUGO RENE,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,BRITO MENDOZA MONICA CRISTINA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PEÑA PACHECO XIMENA DEL ROCIO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PONCE LEON XIMENA MERCEDES,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,FARFAN APONTE RICHARD WILSON,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,RIVERA LOPEZ JOSE GABRIEL,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,RIVERO DOGUER ANGEL ARMANDO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MEDINA MERA VICTOR CLEMENTE,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,CASTILLO VIVANCO JOSE BOLIVAR,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,RODRIGUEZ DELGADO MARIA VERONICA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SALAZAR CEDEÑO GUADALUPE DOLORES,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,YANDUN POZO CASTULO RENE,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ACACHO GONZALEZ PEPE LUIS,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SERRRANO REYES NELSON ALCIDES,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SOLANO MORENO ALEX FABIAN,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,LEDESMA ZAMORA DARWIN GERMAN,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,FIERRO OVIEDO PACO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,YANZA MANUEL,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,UMAGINGA GUAMAN CESAR,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,TIBAN GUALA LOURDES LICENIA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,TERAN SARZOSA SEGUNDO FAUSTO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,MEJIA PLUAS NILDA CECIBEL,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VASCONEZ ARTEAGA ANNY MARLLELY,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VELA CAIZAPANTA ANGEL RAMIRO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PACHECO ORDOÑEZ BAYRON EDUARDO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,GUTIERREZ BORBUA FAUSTO GILMAR,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VELA CHERONI MARIA SOLEDAD,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ARGUELLO TROYA BLANCA AZUCENA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VELEZ MARLENE MARGARITA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VERDUGA CEDEÑO MARY,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,JONIAUX BLUM ENRIQUE ALEJANDRO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VILEMA FREIRE ANGEL RAMIRO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,POSSO SALGADO LUIS ANTONIO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SOLORZANO SARRIA CESAR FAUSTO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,PONCE RUBIO ELVIA AZUCENA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,COELLO JARAMILLO DIANA ANGELINA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ZAMBRANO ARTEAGA JOSE RICARDO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ZAMBRANO CABANILLA EDUARDO ALFONSO,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,ZAMBRANO CASTRO NORALMA ELIZABETH,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,OBANDO MORALES SANTA FELICITA,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,SERRANO SEGURA GRACE MARISOL,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,URIBE LOPEZ FANNY ESTHER,SI,1
ACERO LANCHIMBA ESTHELA LILIANA,TAPIA LOMBEYDA LUIS FERNANDO,SI,1
AGUILAR PLACIDO ARMANDO,HAGO CELI FRANCISCO WAIKING,SI,1
AGUILAR PLACIDO ARMANDO,AGUIRRE HIDALGO DORA ANDELA,SI,1
AGUILAR PLACIDO ARMANDO,ALBAN TORRES MARIANA DEL ROCIO,SI,1
AGUILAR PLACIDO ARMANDO,ALCIVAR MERA FELIX ANDRES,SI,1
AGUILAR PLACIDO ARMANDO,MUÑOZ VICUÑA MARIANGEL,SI,1
AGUILAR PLACIDO ARMANDO,ANDINO REINOSO MAURO EDMUNDO,SI,1
AGUILAR PLACIDO ARMANDO,VITERI LOPEZ CHRISTIAN HUMBERTO,SI,1
AGUILAR PLACIDO ARMANDO,RIVAS ALAVA ELIANA LISSET,SI,1
AGUILAR PLACIDO ARMANDO,ARREGUI RUEDA MARCIA CECILIA,SI,1
AGUILAR PLACIDO ARMANDO,BENAVIDES ZAMBRANO ZOILA TERESA,SI,1
AGUILAR PLACIDO ARMANDO,BERGMANN REYNA CARLOS ALBERTO,SI,1
AGUILAR PLACIDO ARMANDO,BORJA PEREZ GALO,SI,1
AGUILAR PLACIDO ARMANDO,BUENDIA HERDOIZA MARIA SOLEDAD,SI,1
AGUILAR PLACIDO ARMANDO,BUSTAMANTE PONCE FERNANDO XAVIER,SI,1
AGUILAR PLACIDO ARMANDO,CALDERON SALTOS RICHARD OSWALDO,SI,1
AGUILAR PLACIDO ARMANDO,CALLE ANDRADE MARIA AUGUSTA,SI,1
AGUILAR PLACIDO ARMANDO,CARRILLO BETTY,SI,1
AGUILAR PLACIDO ARMANDO,CARRION MARIA JOSE,SI,1
AGUILAR PLACIDO ARMANDO,CARVAJAL AGUIRRE MIGUEL ANGEL,SI,1
AGUILAR PLACIDO ARMANDO,CASSINELLI CALI JUAN CARLOS,SI,1
AGUILAR PLACIDO ARMANDO,CEDEÑO ZAMBRANO JOHANNA ELIZABETH,SI,1
AGUILAR PLACIDO ARMANDO,CHICA AREVALO VINICIO VETHOWEN,SI,1
AGUILAR PLACIDO ARMANDO,CORDOVA ENCALADA EDGAR EDUARDO,SI,1
AGUILAR PLACIDO ARMANDO,CUESTA RIOS LIUBA ELISA,SI,1
AGUILAR PLACIDO ARMANDO,POZO CASTILLO RITA DEL CARMEN,SI,1
AGUILAR PLACIDO ARMANDO,DE LA CRUZ GASPAR ADRIANA MIOSOTI,SI,1
AGUILAR PLACIDO ARMANDO,PIÑAN CAJAS MARIA ALEGRIA,SI,1
AGUILAR PLACIDO ARMANDO,FALCONI LOQUI EVELYN PAMELA,SI,1
AGUILAR PLACIDO ARMANDO,MONTIEL ARREAGA ROSAISELA DE LAS MERCEDES,SI,1
AGUILAR PLACIDO ARMANDO,DE LA TORRE RAMIREZ PABLO ANTONIO,SI,1
AGUILAR PLACIDO ARMANDO,LARREA VITERI LIDICE VANESSA,SI,1
AGUILAR PLACIDO ARMANDO,CALAZACON AGUAVIL MARIA ALBERTINA,SI,1
AGUILAR PLACIDO ARMANDO,MACAS JOSE LUIS,SI,1
AGUILAR PLACIDO ARMANDO,GONZALEZ SERRANO MIRYAM CATARINA,SI,1
AGUILAR PLACIDO ARMANDO,GUAMAN CASTRO ALEX FRANCISCO,SI,1
AGUILAR PLACIDO ARMANDO,GUAMANGATE ANTE LUIS GILBERTO,SI,1
AGUILAR PLACIDO ARMANDO,GUDIÑO MENA ZOBEIDA GUISELA,SI,1
AGUILAR PLACIDO ARMANDO,TORRES PINEDA CLINTON ELIUD,SI,1
AGUILAR PLACIDO ARMANDO,GUZMAN OCHOA LILIANA MAURA,SI,1
AGUILAR PLACIDO ARMANDO,HERNANDEZ ENRIQUEZ VIRGILIO HUMBERTO,SI,1
AGUILAR PLACIDO ARMANDO,MOSQUERA YANEZ ISABEL PIEDAD,SI,1
AGUILAR PLACIDO ARMANDO,ALMAN COROZO MARIA DEL CARMEN,SI,1
AGUILAR PLACIDO ARMANDO,CARRILLO CRESPO HUGO FERNANDO,SI,1
AGUILAR PLACIDO ARMANDO,SILVA MALDONADO SOFIA IRENE,SI,1
AGUILAR PLACIDO ARMANDO,ORTIZ GASPAR ESTHER FLAVIA,SI,1
AGUILAR PLACIDO ARMANDO,RIVADENEIRA BURBANO GABRIELA ALEJANDRA,SI,1
AGUILAR PLACIDO ARMANDO,LARRIVA ALVARADO OSCAR OSWALDO,SI,1
AGUILAR PLACIDO ARMANDO,LEDESMA ZAMORA OSCAR ALFONSO,SI,1
AGUILAR PLACIDO ARMANDO,AGUIÑAGA VALLEJO PAOLA MARCELA,SI,1
AGUILAR PLACIDO ARMANDO,MORENO CHIRIBOGA AMPARO DIANA,SI,1
AGUILAR PLACIDO ARMANDO,MUÑOZ AVENDAÑO ROSA ELVIRA,SI,1
AGUILAR PLACIDO ARMANDO,ALVARADO CARRION ROSANA,SI,1
AGUILAR PLACIDO ARMANDO,OCLES PADILLA ALEXANDRA,SI,1
AGUILAR PLACIDO ARMANDO,CAZA TIPANTA HUGO RENE,SI,1
AGUILAR PLACIDO ARMANDO,BRITO MENDOZA MONICA CRISTINA,SI,1
AGUILAR PLACIDO ARMANDO,PEÑA PACHECO XIMENA DEL ROCIO,SI,1
AGUILAR PLACIDO ARMANDO,PEÑAFIEL MONTESDEOCA JUANA MARISOL,SI,1
AGUILAR PLACIDO ARMANDO,PONCE LEON XIMENA MERCEDES,SI,1
AGUILAR PLACIDO ARMANDO,PROAÑO CIFUENTES ROBERTH MAURICIO,SI,1
AGUILAR PLACIDO ARMANDO,FARFAN APONTE RICHARD WILSON,SI,1
AGUILAR PLACIDO ARMANDO,RIVERA LOPEZ JOSE GABRIEL,SI,1
AGUILAR PLACIDO ARMANDO,RIVERO DOGUER ANGEL ARMANDO,SI,1
AGUILAR PLACIDO ARMANDO,MEDINA MERA VICTOR CLEMENTE,SI,1
AGUILAR PLACIDO ARMANDO,CASTILLO VIVANCO JOSE BOLIVAR,SI,1
AGUILAR PLACIDO ARMANDO,RODRIGUEZ DELGADO MARIA VERONICA,SI,1
AGUILAR PLACIDO ARMANDO,SALAZAR CEDEÑO GUADALUPE DOLORES,SI,1
AGUILAR PLACIDO ARMANDO,YANDUN POZO CASTULO RENE,SI,1
AGUILAR PLACIDO ARMANDO,ACACHO GONZALEZ PEPE LUIS,SI,1
AGUILAR PLACIDO ARMANDO,SANCHEZ ORDOÑEZ MONTGOMERY LUIS,SI,1
AGUILAR PLACIDO ARMANDO,SERRRANO REYES NELSON ALCIDES,SI,1
AGUILAR PLACIDO ARMANDO,SOLANO MORENO ALEX FABIAN,SI,1
AGUILAR PLACIDO ARMANDO,LEDESMA ZAMORA DARWIN GERMAN,SI,1
AGUILAR PLACIDO ARMANDO,FIERRO OVIEDO PACO,SI,1
AGUILAR PLACIDO ARMANDO,YANZA MANUEL,SI,1
AGUILAR PLACIDO ARMANDO,UMAGINGA GUAMAN CESAR,SI,1
AGUILAR PLACIDO ARMANDO,TIBAN GUALA LOURDES LICENIA,SI,1
AGUILAR PLACIDO ARMANDO,TERAN SARZOSA SEGUNDO FAUSTO,SI,1
AGUILAR PLACIDO ARMANDO,MEJIA PLUAS NILDA CECIBEL,SI,1
AGUILAR PLACIDO ARMANDO,VASCONEZ ARTEAGA ANNY MARLLELY,SI,1
AGUILAR PLACIDO ARMANDO,VELA CAIZAPANTA ANGEL RAMIRO,SI,1
AGUILAR PLACIDO ARMANDO,PACHECO ORDOÑEZ BAYRON EDUARDO,SI,1
AGUILAR PLACIDO ARMANDO,GUTIERREZ BORBUA FAUSTO GILMAR,SI,1
AGUILAR PLACIDO ARMANDO,VELA CHERONI MARIA SOLEDAD,SI,1
AGUILAR PLACIDO ARMANDO,ARGUELLO TROYA BLANCA AZUCENA,SI,1
AGUILAR PLACIDO ARMANDO,VELASCO ENRIQUEZ CARLOS ALBERTO,SI,1
AGUILAR PLACIDO ARMANDO,VELEZ MARLENE MARGARITA,SI,1
AGUILAR PLACIDO ARMANDO,VERDUGA CEDEÑO MARY,SI,1
AGUILAR PLACIDO ARMANDO,JONIAUX BLUM ENRIQUE ALEJANDRO,SI,1
AGUILAR PLACIDO ARMANDO,VILEMA FREIRE ANGEL RAMIRO,SI,1
AGUILAR PLACIDO ARMANDO,POSSO SALGADO LUIS ANTONIO,SI,1
AGUILAR PLACIDO ARMANDO,SOLORZANO SARRIA CESAR FAUSTO,SI,1
AGUILAR PLACIDO ARMANDO,VILLACRESES PEÑA OCTAVIO XAVIER ENRIQUE,SI,1
AGUILAR PLACIDO ARMANDO,PONCE RUBIO ELVIA AZUCENA,SI,1
AGUILAR PLACIDO ARMANDO,COELLO JARAMILLO DIANA ANGELINA,SI,1
AGUILAR PLACIDO ARMANDO,ZAMBRANO ARTEAGA JOSE RICARDO,SI,1
AGUILAR PLACIDO ARMANDO,ZAMBRANO CABANILLA EDUARDO ALFONSO,SI,1
AGUILAR PLACIDO ARMANDO,ZAMBRANO CASTRO NORALMA ELIZABETH,SI,1
